age,memory_score,attention_score,recall_score,reaction_score,reaction_time_ms,previous_accuracy,weak_area,recommended_activity,recommended_difficulty
61,69.0,78.0,69.0,100.0,250.0,80.0,memory,Memory Match,Medium
57,73.0,75.0,46.0,75.0,559.0,61.0,recall,Word Recall,Easy
83,58.0,68.0,71.0,72.0,606.0,88.0,memory,Memory Match,Easy
78,93.0,79.0,53.0,82.0,478.0,67.0,recall,Word Recall,Easy
57,76.0,80.0,88.0,96.0,295.0,53.0,memory,Memory Match,Medium
74,84.0,75.0,74.0,77.0,538.0,60.0,recall,Word Recall,Medium
69,84.0,42.0,100.0,74.0,570.0,78.0,attention,Attention Challenge,Easy
79,93.0,57.0,69.0,87.0,412.0,80.0,attention,Attention Challenge,Easy
84,65.0,68.0,30.0,84.0,450.0,64.0,recall,Number Recall,Easy
68,83.0,79.0,92.0,67.0,666.0,67.0,reaction,Reaction Test,Medium
61,75.0,48.0,79.0,75.0,564.0,78.0,attention,Attention Challenge,Easy
71,100.0,68.0,81.0,90.0,369.0,88.0,attention,Attention Challenge,Medium
74,65.0,45.0,58.0,72.0,604.0,66.0,attention,Attention Challenge,Easy
90,89.0,83.0,71.0,85.0,438.0,82.0,recall,Word Recall,Medium
63,79.0,72.0,75.0,83.0,457.0,61.0,attention,Attention Challenge,Medium
76,79.0,48.0,69.0,74.0,574.0,81.0,attention,Attention Challenge,Easy
56,76.0,48.0,48.0,75.0,563.0,86.0,attention,Attention Challenge,Easy
78,91.0,74.0,100.0,80.0,502.0,83.0,attention,Attention Challenge,Medium
62,78.0,89.0,84.0,81.0,489.0,88.0,memory,Memory Match,Medium
65,57.0,52.0,78.0,78.0,520.0,87.0,attention,Attention Challenge,Easy
67,90.0,80.0,90.0,84.0,456.0,96.0,attention,Attention Challenge,Medium
71,87.0,60.0,81.0,66.0,681.0,79.0,attention,Attention Challenge,Easy
62,82.0,80.0,63.0,91.0,362.0,96.0,recall,Number Recall,Easy
75,61.0,78.0,89.0,78.0,521.0,69.0,memory,Memory Match,Easy
72,63.0,70.0,84.0,90.0,375.0,76.0,memory,Memory Match,Easy
84,52.0,40.0,63.0,67.0,662.0,77.0,attention,Attention Challenge,Easy
72,81.0,78.0,83.0,78.0,521.0,68.0,attention,Attention Challenge,Medium
85,59.0,76.0,69.0,86.0,423.0,54.0,memory,Memory Match,Easy
86,54.0,74.0,75.0,69.0,632.0,87.0,memory,Memory Match,Easy
65,90.0,71.0,80.0,98.0,275.0,69.0,attention,Attention Challenge,Medium
79,84.0,55.0,91.0,73.0,584.0,74.0,attention,Attention Challenge,Easy
87,71.0,84.0,63.0,65.0,688.0,94.0,recall,Word Recall,Easy
62,73.0,81.0,77.0,74.0,572.0,84.0,memory,Memory Match,Medium
65,46.0,52.0,100.0,81.0,489.0,95.0,memory,Memory Match,Easy
76,86.0,88.0,70.0,88.0,401.0,79.0,recall,Number Recall,Medium
78,67.0,70.0,75.0,66.0,680.0,84.0,reaction,Reaction Test,Medium
71,79.0,70.0,100.0,67.0,661.0,76.0,reaction,Reaction Test,Medium
66,45.0,65.0,81.0,82.0,473.0,70.0,memory,Memory Match,Easy
86,87.0,67.0,51.0,82.0,476.0,84.0,recall,Number Recall,Easy
69,66.0,89.0,61.0,65.0,692.0,74.0,recall,Word Recall,Easy
70,58.0,83.0,82.0,71.0,614.0,84.0,memory,Memory Match,Easy
76,71.0,83.0,78.0,93.0,336.0,72.0,memory,Memory Match,Medium
82,68.0,71.0,74.0,78.0,527.0,76.0,memory,Memory Match,Medium
74,88.0,81.0,100.0,78.0,522.0,77.0,reaction,Reaction Test,Medium
87,70.0,55.0,63.0,74.0,580.0,89.0,attention,Attention Challenge,Easy
64,91.0,77.0,71.0,76.0,551.0,74.0,recall,Word Recall,Medium
86,79.0,66.0,45.0,81.0,488.0,90.0,recall,Number Recall,Easy
87,86.0,37.0,88.0,74.0,571.0,69.0,attention,Attention Challenge,Easy
56,75.0,44.0,61.0,80.0,496.0,81.0,attention,Attention Challenge,Easy
87,90.0,58.0,87.0,43.0,960.0,71.0,reaction,Reaction Test,Easy
87,61.0,74.0,85.0,75.0,565.0,89.0,memory,Memory Match,Easy
67,76.0,58.0,100.0,76.0,548.0,70.0,attention,Attention Challenge,Easy
84,70.0,59.0,81.0,58.0,771.0,71.0,reaction,Reaction Test,Easy
87,92.0,79.0,67.0,89.0,386.0,65.0,recall,Word Recall,Medium
67,93.0,60.0,78.0,77.0,537.0,79.0,attention,Attention Challenge,Easy
80,75.0,88.0,61.0,85.0,436.0,84.0,recall,Word Recall,Easy
76,60.0,85.0,76.0,70.0,626.0,83.0,memory,Memory Match,Easy
56,80.0,68.0,69.0,81.0,491.0,77.0,attention,Attention Challenge,Medium
80,55.0,79.0,71.0,70.0,620.0,71.0,memory,Memory Match,Easy
69,95.0,77.0,59.0,71.0,611.0,75.0,recall,Word Recall,Easy
88,69.0,64.0,76.0,68.0,644.0,76.0,attention,Attention Challenge,Easy
65,75.0,81.0,84.0,71.0,613.0,81.0,reaction,Reaction Test,Medium
57,67.0,83.0,49.0,78.0,523.0,80.0,recall,Number Recall,Easy
60,64.0,54.0,62.0,89.0,382.0,95.0,attention,Attention Challenge,Easy
63,84.0,70.0,74.0,66.0,671.0,78.0,reaction,Reaction Test,Medium
60,73.0,70.0,39.0,62.0,719.0,82.0,recall,Word Recall,Easy
63,76.0,81.0,96.0,85.0,437.0,79.0,memory,Memory Match,Medium
85,63.0,61.0,62.0,69.0,638.0,75.0,attention,Attention Challenge,Easy
86,85.0,59.0,59.0,87.0,410.0,82.0,attention,Attention Challenge,Easy
66,86.0,71.0,69.0,74.0,574.0,74.0,recall,Word Recall,Medium
62,72.0,86.0,74.0,72.0,599.0,77.0,memory,Memory Match,Medium
62,90.0,50.0,61.0,80.0,499.0,90.0,attention,Attention Challenge,Easy
82,74.0,53.0,86.0,75.0,561.0,73.0,attention,Attention Challenge,Easy
74,84.0,60.0,78.0,68.0,652.0,82.0,attention,Attention Challenge,Easy
61,56.0,63.0,60.0,77.0,537.0,53.0,memory,Memory Match,Easy
65,79.0,42.0,65.0,82.0,469.0,76.0,attention,Attention Challenge,Easy
74,72.0,90.0,51.0,88.0,403.0,73.0,recall,Number Recall,Easy
70,77.0,66.0,54.0,80.0,503.0,79.0,recall,Word Recall,Easy
58,76.0,64.0,77.0,87.0,409.0,76.0,attention,Attention Challenge,Easy
60,77.0,92.0,60.0,80.0,505.0,79.0,recall,Word Recall,Easy
76,82.0,79.0,97.0,80.0,494.0,74.0,attention,Attention Challenge,Medium
80,68.0,60.0,73.0,68.0,646.0,82.0,attention,Attention Challenge,Easy
57,82.0,70.0,53.0,75.0,559.0,61.0,recall,Number Recall,Easy
68,90.0,67.0,56.0,52.0,856.0,79.0,reaction,Reaction Test,Easy
65,58.0,90.0,87.0,95.0,308.0,69.0,memory,Memory Match,Easy
72,66.0,65.0,71.0,73.0,588.0,90.0,attention,Attention Challenge,Medium
66,66.0,46.0,86.0,80.0,496.0,68.0,attention,Attention Challenge,Easy
77,62.0,40.0,67.0,85.0,435.0,88.0,attention,Attention Challenge,Easy
66,69.0,90.0,64.0,76.0,546.0,78.0,recall,Number Recall,Easy
67,87.0,56.0,88.0,77.0,537.0,60.0,attention,Attention Challenge,Easy
79,92.0,78.0,60.0,66.0,679.0,69.0,recall,Number Recall,Easy
73,76.0,69.0,79.0,75.0,561.0,86.0,attention,Attention Challenge,Medium
90,71.0,62.0,69.0,83.0,467.0,86.0,attention,Attention Challenge,Easy
62,85.0,64.0,84.0,73.0,590.0,65.0,attention,Attention Challenge,Easy
83,47.0,92.0,97.0,78.0,522.0,94.0,memory,Memory Match,Easy
86,62.0,46.0,67.0,87.0,415.0,78.0,attention,Attention Challenge,Easy
72,47.0,62.0,64.0,78.0,520.0,87.0,memory,Memory Match,Easy
60,62.0,82.0,81.0,74.0,578.0,66.0,memory,Memory Match,Easy
72,66.0,49.0,57.0,75.0,559.0,73.0,attention,Attention Challenge,Easy
73,93.0,88.0,95.0,73.0,590.0,82.0,reaction,Reaction Test,Medium
76,42.0,81.0,92.0,81.0,487.0,75.0,memory,Memory Match,Easy
86,70.0,72.0,58.0,73.0,588.0,49.0,recall,Word Recall,Easy
57,82.0,60.0,50.0,75.0,564.0,76.0,recall,Number Recall,Easy
82,80.0,47.0,56.0,75.0,565.0,58.0,attention,Attention Challenge,Easy
64,93.0,79.0,56.0,76.0,554.0,67.0,recall,Number Recall,Easy
89,77.0,100.0,83.0,55.0,811.0,64.0,reaction,Reaction Test,Easy
83,79.0,70.0,94.0,65.0,683.0,89.0,reaction,Reaction Test,Medium
69,53.0,41.0,83.0,73.0,585.0,92.0,attention,Attention Challenge,Easy
87,63.0,75.0,69.0,84.0,454.0,81.0,memory,Memory Match,Easy
61,54.0,81.0,77.0,79.0,515.0,76.0,memory,Memory Match,Easy
66,82.0,54.0,60.0,60.0,744.0,78.0,attention,Attention Challenge,Easy
84,79.0,58.0,87.0,81.0,482.0,89.0,attention,Attention Challenge,Easy
